cell,layer,datatype,area_um2,bbox_xmin_um,bbox_ymin_um,bbox_xmax_um,bbox_ymax_um
TOP_main_1,1,10,0.00029999999999999385,3.795,1.035,3.8049999999999997,1.065
TOP_main_1,1,10,0.00029999999999999385,3.795,0.9349999999999999,3.8049999999999997,0.965
TOP_main_1,1,10,0.0005000000000000098,3.775,-2.475,3.8249999999999997,-2.465
TOP_main_1,1,10,0.0004999999999999875,3.775,-2.5349999999999997,3.8249999999999997,-2.525
TOP_main_1,1,10,0.0003999999999999874,3.795,-2.5149999999999997,3.8049999999999997,-2.475
TOP_main_1,1,10,0.00039999999999999183,3.775,-2.525,3.7849999999999997,-2.485
TOP_main_1,1,10,0.00039999999999999183,3.815,-2.525,3.8249999999999997,-2.485
TOP_main_1,1,10,0.0002999999999999916,3.795,-2.465,3.8049999999999997,-2.435
TOP_main_1,1,10,0.00029999999999999607,3.795,-2.565,3.8049999999999997,-2.5349999999999997
TOP_main_1,1,10,0.011890000000000012,1.3599999999999999,2.9,1.44,3.102
TOP_main_1,1,10,0.011952500000000003,4.5375,-0.04,4.802,0.04
TOP_main_1,1,10,0.0003549999999999942,4.5,-0.005,4.585,0.005
TOP_main_1,1,10,0.011952500000000001,4.5375,1.96,4.802,2.04
TOP_main_1,1,10,0.00035499999999998835,4.5,1.9949999999999999,4.585,2.005
TOP_main_1,1,10,0.011952500000000013,-1.03,-6.302,-0.95,-6.0375
TOP_main_1,1,10,0.0003549999999999945,-0.995,-6.085,-0.985,-6.0
TOP_main_1,1,10,0.011952500000000001,-4.802,-2.04,-4.5375,-1.96
TOP_main_1,1,10,0.00035499999999998835,-4.585,-2.005,-4.5,-1.9949999999999999
TOP_main_1,1,10,0.011952499999999998,-4.802,-4.54,-4.5375,-4.46
TOP_main_1,1,10,0.00035500000000000624,-4.585,-4.505,-4.5,-4.495
TOP_main_1,1,10,0.011952500000000026,1.3599999999999999,-6.302,1.44,-6.0375
TOP_main_1,1,10,0.00035499999999998835,1.395,-6.085,1.405,-6.0
TOP_main_1,1,10,0.011952500000000001,4.5375,-2.04,4.802,-1.96
TOP_main_1,1,10,0.00035499999999998835,4.5,-2.005,4.585,-1.9949999999999999
TOP_main_1,1,10,0.011952499999999996,4.5375,-4.54,4.802,-4.46
TOP_main_1,1,10,0.00035500000000000624,4.5,-4.505,4.585,-4.495
TOP_main_1,1,11,0.010512022010000004,-1.173481,0.259498,-0.826519,0.7322839999999999
TOP_main_1,1,11,0.005005249725000041,-1.577747,0.156545,-1.187914,0.485921
TOP_main_1,1,11,0.005005249724999965,-1.4859209999999998,-0.577747,-1.156545,-0.187914
TOP_main_1,1,11,0.0050052497250000095,-0.812086,-0.485921,-0.422253,-0.156545
TOP_main_1,1,11,0.0050052497250000026,-0.812086,0.156545,-0.422253,0.485921
TOP_main_1,1,11,0.011056022010000005,1.226519,0.23229799999999998,1.573481,0.7322839999999999
TOP_main_1,1,11,0.005277261472999981,0.822253,0.139061,1.2329219999999999,0.485921
TOP_main_1,1,11,0.005277261473000029,0.914079,-0.577747,1.260939,-0.167078
TOP_main_1,1,11,0.005277261473000009,1.567078,-0.485921,1.977747,-0.139061
TOP_main_1,1,11,0.005277261473000011,1.567078,0.139061,1.977747,0.485921
TOP_main_1,1,11,0.011582022009999932,-1.173481,-3.4322839999999997,-0.826519,-2.905998
TOP_main_1,1,11,0.005540272980000061,-0.853069,-3.185921,-0.422253,-2.8221559999999997
TOP_main_1,1,11,0.0055402729800000435,-0.877844,-2.553069,-0.514079,-2.1222529999999997
TOP_main_1,1,11,0.005540272980000094,-1.577747,-2.577844,-1.146931,-2.214079
TOP_main_1,1,11,0.0055402729800000956,-1.577747,-3.185921,-1.146931,-2.8221559999999997
TOP_main_1,1,11,0.011918022009999977,1.226519,-3.4322839999999997,1.573481,-2.889198
TOP_main_1,1,11,0.005708286022000101,1.534061,-3.185921,1.977747,-2.8113569999999997
TOP_main_1,1,11,0.005708286022000019,1.5113569999999998,-2.5659389999999997,1.885921,-2.1222529999999997
TOP_main_1,1,11,0.005708286022000045,0.822253,-2.588643,1.265939,-2.214079
TOP_main_1,1,11,0.005708286022000033,0.822253,-3.185921,1.265939,-2.8113569999999997
TOP_main_1,1,11,0.008337537919500003,-0.42868,0.47825999999999996,-0.21326299999999998,1.20583
TOP_main_1,1,11,0.010159514776499966,-0.21326299999999998,0.240479,-0.087104,1.205792
TOP_main_1,1,11,0.010371226638000027,-0.087104,0.22547399999999998,0.079764,1.154502
TOP_main_1,1,11,0.0024092793829999966,0.079764,1.121276,0.268476,1.20583
TOP_main_1,1,11,0.010371225361500022,0.268476,0.22547399999999998,0.43534399999999995,1.154502
TOP_main_1,1,11,0.010159505984000047,0.43534399999999995,0.240479,0.561502,1.205792
TOP_main_1,1,11,0.00885521786349993,0.561502,0.478261,0.828681,1.20583
TOP_main_1,1,11,0.008484067405499904,-0.521737,-2.128683,0.149787,-1.8426159999999998
TOP_main_1,1,11,0.00699637082350001,-0.496442,-1.8426159999999998,0.14887999999999998,-1.7063599999999999
TOP_main_1,1,11,0.007165318111999971,-0.5015499999999999,-1.7063599999999999,0.11997999999999999,-1.544754
TOP_main_1,1,11,0.007117648765500086,-0.448223,-1.544754,0.149787,-1.3610149999999999
TOP_main_1,1,11,0.002593092352999917,-0.5015499999999999,-1.3610149999999999,0.063067,-1.172035
TOP_main_1,1,11,0.007201816427500013,-0.45163699999999996,-1.172035,0.149787,-0.996732
TOP_main_1,1,11,0.007163799441499929,-0.5015499999999999,-0.996732,0.129307,-0.8391569999999999
TOP_main_1,1,11,0.0069978609330000096,-0.500107,-0.8391569999999999,0.14579599999999998,-0.7029
TOP_main_1,1,11,0.0069702364639999985,-0.428681,-0.7029,0.149787,-0.478261
