m,E_elec (J),E_mag (J),E_cap (J),E_ind (J),E_elec[1] (J),p_elec[1],E_mag[1] (J),p_mag[1],E_elec[2] (J),p_elec[2],E_mag[2] (J),p_mag[2]
11.0,1.0249560445460001e-11,2.236205300419e-15,6.428386789947e-12,1.66752969702e-11,9.269906977455e-12,0.9044199531077,1.574441470634e-15,0.7040683922622,9.796534680019999e-13,0.09558004689228,6.617638297848001e-16,0.2959316077378
12.0,1.019278480372e-11,2.250411498037e-15,6.485050038336e-12,1.667500662568e-11,9.411115840831e-12,0.923311540669,1.646888593882e-15,0.7318166456751,7.816689628903999e-13,0.07668845933106,6.035229041548e-16,0.2681833543249
13.0,9.912262697946e-12,2.093015079617e-15,6.764956931994e-12,1.6673683414610002e-11,9.081991817277e-12,0.9162380068033,1.496696036192e-15,0.7150908996153,8.302708806695999e-13,0.08376199319673,5.963190434253e-16,0.2849091003847
14.0,1.667820178567e-11,1.667819850018e-11,2.971779910177e-18,6.24860828236e-18,1.5351661483290002e-11,0.9204626302391,8.058090203038e-12,0.483151115089,1.326540302374e-12,0.07953736976094,8.620108297142e-12,0.516848884911
15.0,1.6678202393560002e-11,1.6678200181990002e-11,2.365335477092e-18,4.5753633280009995e-18,1.4883241520500003e-11,0.8923768383004,7.88697145946e-12,0.4728910418029,1.79496087306e-12,0.1076231616996,8.791228722533e-12,0.5271089581971
16.0,1.667820393228e-11,1.6678203375160003e-11,8.064023163542e-19,1.342014915773e-18,1.5374618785670002e-11,0.9218389970582,8.306962875804e-12,0.4980730051642,1.303585146615e-12,0.07816100294178,8.371240499353e-12,0.5019269948358
17.0,1.667820374401e-11,1.6678203093170003e-11,9.927061232632e-19,1.626672814721e-18,1.5125941088170002e-11,0.9069286669195,8.179672363099e-12,0.4904408656858,1.552262655843e-12,0.09307133308046,8.498530730073e-12,0.5095591343142
18.0,1.6678202879430003e-11,1.667820195104e-11,1.8376095620289998e-18,2.7533325712319998e-18,1.503474185614e-11,0.9014605449301,8.134899340620001e-12,0.4877563759271,1.643461023285e-12,0.09853945506994,8.543302610421e-12,0.5122436240729
19.0,1.6678204699340002e-11,1.667820466001e-11,5.071139473883e-20,7.46270695094e-20,1.5606476120390002e-11,0.935740770768,8.320350372596e-12,0.4988756609126,1.071728578954e-12,0.06425922923206,8.35785428741e-12,0.5011243390874
20.0,1.6678204132700002e-11,1.667820397217e-11,2.805028105082e-19,3.7945582163660004e-19,1.530928511008e-11,0.9179216771945,8.25397443572e-12,0.4948958802454,1.368919022619e-12,0.08207832280548,8.424229536451e-12,0.5051041197546
21.0,1.667820392859e-11,1.6678203794e-11,1.7066173213929998e-20,2.29155722875e-20,1.537730160023e-11,0.9219998547848,8.168103129947e-12,0.4897471712682,1.300902328359e-12,0.07800014521521,8.510100664055e-12,0.5102528287318
22.0,1.667820272188e-11,1.667820208572e-11,1.869594209245e-18,2.411907166652e-18,1.503489478379e-11,0.9014697227574,8.071489165895e-12,0.4839543929501,1.643307938095e-12,0.0985302772426,8.606712919828e-12,0.5160456070499
23.0,1.667820164116e-11,1.667820130117e-11,9.852736871648e-20,1.253913249277e-19,1.5259705192200002e-11,0.9149490766764,8.226913064827e-12,0.4932734001866,1.418496448959e-12,0.08505092332364,8.451288236347e-12,0.5067265998134
24.0,1.6678202710110002e-11,1.667820247966e-11,7.331469190952e-21,8.431466370277e-21,1.5091769922660003e-11,0.9048798713489,8.177358207722e-12,0.490302130442,1.586432787456e-12,0.09512012865113,8.500844271943e-12,0.5096978695581
25.0,1.9886039780880002e-12,6.658628137156001e-16,5.437181393295e-16,6.172994866862e-16,1.877817014147e-12,0.9442890765773,6.574316229802001e-16,0.987337946253,1.1078696394129999e-13,0.05571092342269,8.431190735424e-18,0.01266205374704
26.0,1.8314046030090002e-12,6.418539603153001e-16,3.2467388999350004e-17,3.6470935003080005e-17,1.729207582536e-12,0.9441974644461,6.264757551924001e-16,0.9760409593557,1.021970204731e-13,0.05580253555393,1.537820512293e-17,0.02395904064435
27.0,1.6678138727070002e-11,1.6678130763010003e-11,1.320302221897e-19,1.464365901931e-19,1.5309051573270003e-11,0.9179112743809,8.123996007302e-12,0.4871047075203,1.369087153804e-12,0.08208872561913,8.55413475571e-12,0.5128952924797
28.0,1.417436158092e-12,2.1778893217020001e-16,4.818370322867e-15,5.265835549343e-15,1.281108796575e-12,0.9038211627813,2.10125927138e-16,0.9648145341644,1.363273615171e-13,0.09617883721879,7.663005032252e-18,0.03518546583562
29.0,1.404159783502e-12,2.002494065634e-16,4.26897962549e-16,4.661375655862e-16,1.270355368372e-12,0.9047085547516,1.9139136363750002e-16,0.9557649479321,1.338044151298e-13,0.09529144524854,8.858042925908e-18,0.04423505206795
30.0,1.397002027259e-12,2.1530818991120002e-16,1.9235858829140002e-16,2.099411789317e-16,1.263696272357e-12,0.9045772645273,2.083500793369e-16,0.9676830195025,1.333057549023e-13,0.09542273547295,6.9581105743e-18,0.03231698049744
31.0,1.319712133438e-12,1.958817460945e-16,1.501264906956e-15,1.630244750079e-15,1.235182080397e-12,0.9359481125469,1.912228542202e-16,0.9762157936246,8.453005304163e-14,0.06405188745321,4.658891874289e-18,0.02378420637542
32.0,1.316785768286e-12,1.816913606273e-16,2.094499997358e-15,2.274015806304e-15,1.207777284981e-12,0.9172162352217,1.755080144862e-16,0.9659678582417,1.090084833053e-13,0.08278376477839,6.183346141131e-18,0.03403214175833
33.0,1.3153440743090001e-12,2.168522332837e-16,3.214069692151e-17,3.4892077745360006e-17,1.188941571767e-12,0.9039015684101,2.0478720217540001e-16,0.9443628920692,1.264025025422e-13,0.09609843158991,1.206503110825e-17,0.05563710793084
34.0,1.301107987428e-12,2.1328712256280002e-16,1.130354304484e-16,1.2259829627e-16,1.177036044801e-12,0.904641318149,2.027059924242e-16,0.9503902063499,1.2407194262709998e-13,0.09535868185109,1.058113013857e-17,0.04960979365011
35.0,1.293591259694e-12,1.818963855087e-16,7.512888916924e-16,8.144514998988001e-16,1.195510412756e-12,0.9241794143221,1.773823362006e-16,0.9751834029276,9.808084693787e-14,0.07582058567794,4.514049308102e-18,0.02481659707244
36.0,1.251611794116e-12,1.868439120254e-16,1.412209071386e-16,1.526770091004e-16,1.1323261783610001e-12,0.9046943978028,1.768711336833e-16,0.946625082755,1.192856157555e-13,0.09530560219732,9.97277834209e-18,0.05337491724502
37.0,1.227227874412e-12,1.961487279696e-16,2.776533472392e-16,2.9970309917680003e-16,1.148497064636e-12,0.9358466252132,1.8737808731810001e-16,0.9552857632964,7.873080977603e-14,0.06415337478685,8.770640651544e-18,0.04471423670361
